1,0,0,0
2,2.6398,2.8846,1.924
3,3.3436,3.473,2.7556
4,3.6926,3.8604,3.1498
5,3.9974,4.1394,3.436
6,4.1926,4.3606,3.6766
7,4.3766,4.4968,3.9258
8,4.5304,4.6548,4.1158
9,4.6584,4.8104,4.245
10,4.7136,4.8458,4.3232
11,4.7748,4.9472,4.3652
12,4.9006,5.0088,4.5064
13,4.931,5.074,4.5962
14,4.973,5.1164,4.6554
15,5.0598,5.1668,4.6976
16,5.1118,5.2714,4.741
17,5.1942,5.325,4.8934
18,5.249,5.4294,4.99
19,5.349,5.4658,5.0206
20,5.3108,5.4704,5.064
21,5.3468,5.501,5.0988
22,5.43,5.5192,5.1522
23,5.5098,5.6114,5.1998
24,5.4604,5.525,5.1626
25,5.4748,5.6178,5.2566
26,5.4988,5.6198,5.2452
27,5.4338,5.5726,5.222
28,5.5732,5.6604,5.3586
29,5.456,5.669,5.432
30,5.6016,5.7098,5.4184
31,5.5704,5.711,5.4042
32,5.6234,5.7454,5.4442
33,5.622,5.7278,5.4472
34,5.5542,5.695,5.46
35,5.5392,5.6718,5.3912
36,5.665,5.758,5.4594
37,5.6618,5.7422,5.4698
38,5.618,5.7608,5.53
39,5.673,5.7972,5.5838
40,5.7386,5.8412,5.612
41,5.699,5.8284,5.5666
42,5.6908,5.7654,5.5512
43,5.7508,5.872,5.5648
44,5.806,5.936,5.6278
45,5.7982,5.9208,5.6006
46,5.8478,5.9842,5.6796
47,5.8862,6.0194,5.6302
48,5.7744,5.9368,5.571
49,5.8264,5.9194,5.6774
50,5.8846,5.9546,5.756
51,5.8,5.9042,5.6628
52,5.904,6.038,5.7508
53,5.8302,5.9618,5.6786
54,5.763,5.8924,5.7384
55,5.8166,5.9214,5.6904
56,5.8456,5.9478,5.7138
57,5.8656,5.949,5.7644
58,5.7748,5.922,5.7548
59,5.8584,5.9314,5.8234
60,5.8834,5.9996,5.7824
61,5.8916,5.9282,5.8714
62,5.9114,6.017,5.7948
63,5.9434,6,5.7818
64,5.8418,5.9368,5.7382
65,5.863,6.0142,5.7572
66,5.796,5.9182,5.7412
67,5.8922,6.0392,5.7832
68,5.9478,6.0506,5.7366
69,5.8116,5.9676,5.7012
70,5.8538,6.006,5.7224
71,5.9336,6.0284,5.7744
72,5.8888,5.9928,5.7742
73,5.9268,6.0236,5.8084
74,5.9144,6.046,5.9054
75,5.819,5.952,5.792
76,5.8398,5.9516,5.8246
77,5.8314,5.984,5.7738
78,5.8974,5.9738,5.7724
79,5.9832,6.1064,5.8802
80,5.9536,6.0646,5.8662
81,5.9536,6.0658,5.8308
82,5.913,6.063,5.849
83,5.9068,6.044,5.8846
84,5.997,6.1242,5.9236
85,6.0048,6.1684,5.9308
86,5.9684,6.0846,5.9034
87,5.9944,6.0976,5.9258
88,6.0328,6.166,5.9304
89,6.0592,6.156,5.9514
90,5.9478,6.0514,5.959
91,5.8974,5.9942,5.94
92,5.8878,5.9774,5.8624
93,5.9478,6.0664,5.9528
94,5.9702,6.0596,5.9394
95,5.9982,6.1184,5.963
96,6.0032,6.0846,5.9598
97,5.95,6.0404,5.8892
98,5.9118,6.0296,5.903
99,5.911,6.0552,5.923
100,5.98,6.0674,5.9048
